,units,date
3361,2.0,2018-01-20
3362,2.0,2018-01-30
3363,2.0,2018-01-28
3364,2.0,2018-01-26
3365,3.0,2018-01-31
3366,2.0,2018-01-17
3367,7.0,2018-01-31
3368,5.0,2018-01-24
3369,1.0,2018-01-31
3370,4.0,2018-01-12
3371,8.0,2018-01-31
3372,15.0,2018-01-31
3373,1.0,2018-01-31
3374,3.0,2018-01-30
3375,2.0,2018-01-31
3376,1.0,2018-01-24
3377,25.0,2018-01-31
3378,11.0,2018-01-31
3379,1.0,2018-01-23
3380,4.0,2018-01-16
3381,1.0,2018-01-18
3382,1.0,2018-01-22
3383,1.0,2018-01-29
3384,1.0,2018-01-08
3385,1.0,2018-01-30
3386,2.0,2018-01-22
3387,70.0,2018-01-31
3388,48.0,2018-01-31
3389,4.0,2018-01-26
3390,11.0,2018-01-30
3391,1.0,2018-01-10
3392,19.0,2018-01-25
3393,14.0,2018-01-29
3394,26.0,2018-01-29
3395,11.0,2018-01-31
3396,179.0,2018-01-31
3397,77.0,2018-01-30
3398,62.0,2018-01-31
3399,1.0,2018-01-30
3400,3.0,2018-01-19
3401,16.0,2018-01-25
3402,22.0,2018-01-30
3403,9.0,2018-01-16
3404,9.0,2018-01-16
3405,3.0,2018-01-30
3406,3.0,2018-01-31
3407,6.0,2018-01-31
3408,7.0,2018-01-31
3409,2.0,2018-01-28
3410,3.0,2018-01-26
3411,5.0,2018-01-30
3412,1.0,2018-01-07
3413,3.0,2018-01-27
3414,5.0,2018-01-27
3415,4.0,2018-01-24
3416,5.0,2018-01-31
3417,2.0,2018-01-25
3418,1.0,2018-01-31
3419,1.0,2018-01-07
3420,1.0,2018-01-24
3421,2.0,2018-01-09
3422,2.0,2018-01-30
3423,9.0,2018-01-31
3424,1.0,2018-01-28
3425,1.0,2018-01-30
3426,1.0,2018-01-27
3427,1.0,2018-01-28
3428,1.0,2018-01-18
3429,3.0,2018-01-18
3430,4.0,2018-01-31
3431,6.0,2018-01-31
3432,5.0,2018-01-31
3433,2.0,2018-01-30
3434,2.0,2018-01-31
3435,1.0,2018-01-23
3436,61.0,2018-01-31
3437,11.0,2018-01-31
3438,18.0,2018-01-29
3439,9.0,2018-01-31
3440,1.0,2018-01-29
3441,1.0,2018-01-14
3442,2.0,2018-01-18
3443,1.0,2018-01-09
3444,4.0,2018-01-10
3445,7.0,2018-01-29
3446,4.0,2018-01-31
3447,4.0,2018-01-31
3448,15.0,2018-01-29
3449,18.0,2018-01-29
3450,10.0,2018-01-29
3451,9.0,2018-01-22
3452,7.0,2018-01-31
3453,2.0,2018-01-31
3454,8.0,2018-01-30
3455,1.0,2018-01-27
3456,2.0,2018-01-26
3457,5.0,2018-01-26
3458,3.0,2018-01-31
3459,1.0,2018-01-24
3460,1.0,2018-01-14
3461,4.0,2018-01-24
3462,22.0,2018-01-31
3463,7.0,2018-01-31
3464,10.0,2018-01-31
3465,8.0,2018-01-23
3466,1.0,2018-01-04
3467,1.0,2018-01-08
3468,1.0,2018-01-06
3469,1.0,2018-01-06
3470,1.0,2018-01-25
3471,1.0,2018-01-05
3472,1.0,2018-01-04
3473,1.0,2018-01-14
3474,1.0,2018-01-25
3475,1.0,2018-01-26
3476,1.0,2018-01-31
3477,2.0,2018-01-26
3478,1.0,2018-01-28
3479,1.0,2018-01-10
3480,3.0,2018-01-26
3481,40.0,2018-01-22
3482,6.0,2018-01-25
3483,2.0,2018-01-29
3484,1.0,2018-01-21
3485,7.0,2018-01-30
3486,2.0,2018-01-31
3487,7.0,2018-01-29
3488,2.0,2018-01-10
3489,1.0,2018-01-23
3490,1.0,2018-01-31
3491,8.0,2018-01-15
3492,1.0,2018-01-10
3493,1.0,2018-01-30
3494,2.0,2018-01-09
3495,1.0,2018-01-28
3496,1.0,2018-01-28
3497,1.0,2018-01-18
3498,1.0,2018-01-18
3499,1.0,2018-01-24
3500,2.0,2018-01-15
3501,1.0,2018-01-30
3502,14.0,2018-01-30
3503,5.0,2018-01-02
3504,5.0,2018-01-02
3505,3.0,2018-01-31
3506,17.0,2018-01-24
3507,26.0,2018-01-29
3508,10.0,2018-01-25
3509,9.0,2018-01-25
3510,2.0,2018-01-25
3511,2.0,2018-01-31
3512,1.0,2018-01-25
3513,7.0,2018-01-29
3514,13.0,2018-01-29
3515,16.0,2018-01-31
3516,1.0,2018-01-14
3517,2.0,2018-01-28
3518,1.0,2018-01-23
3519,2.0,2018-01-30
3520,2.0,2018-01-17
3521,3.0,2018-01-09
3522,4.0,2018-01-25
3523,10.0,2018-01-31
3524,9.0,2018-01-31
3525,4.0,2018-01-27
3526,4.0,2018-01-31
3527,1.0,2018-01-28
3528,5.0,2018-01-30
3529,4.0,2018-01-28
3530,7.0,2018-01-31
3531,10.0,2018-01-31
3532,4.0,2018-01-31
3533,5.0,2018-01-30
3534,3.0,2018-01-28
3535,2.0,2018-01-30
3536,6.0,2018-01-29
3537,5.0,2018-01-29
3538,1.0,2018-01-27
3539,1.0,2018-01-31
3540,3.0,2018-01-28
3541,3.0,2018-01-31
3542,3.0,2018-01-27
3543,1.0,2018-01-05
3544,3.0,2018-01-28
3545,1.0,2018-01-31
3546,1.0,2018-01-09
3547,1.0,2018-01-09
3548,1.0,2018-01-09
3549,3.0,2018-01-12
3550,2.0,2018-01-29
3551,3.0,2018-01-29
3552,1.0,2018-01-18
3553,1.0,2018-01-03
3554,20.0,2018-01-31
3555,28.0,2018-01-30
3556,12.0,2018-01-30
3557,12.0,2018-01-31
3558,12.0,2018-01-23
3559,19.0,2018-01-31
3560,39.0,2018-01-31
3561,89.0,2018-01-31
3562,22.0,2018-01-31
3563,1.0,2018-01-09
3564,4.0,2018-01-30
3565,2.0,2018-01-30
3566,1.0,2018-01-12
3567,11.0,2018-01-28
3568,5.0,2018-01-28
3569,7.0,2018-01-31
3570,7.0,2018-01-31
3571,8.0,2018-01-31
3572,70.0,2018-01-31
3573,45.0,2018-01-31
3574,9.0,2018-01-31
3575,17.0,2018-01-31
3576,2.0,2018-01-22
3577,1.0,2018-01-29
3578,29.0,2018-01-30
3579,22.0,2018-01-30
3580,2.0,2018-01-19
3581,8.0,2018-01-30
3582,1.0,2018-01-19
3583,2.0,2018-01-07
3584,1.0,2018-01-03
3585,11.0,2018-01-31
3586,10.0,2018-01-31
3587,4.0,2018-01-24
3588,6.0,2018-01-29
3589,1.0,2018-01-27
3590,1.0,2018-01-23
3591,2.0,2018-01-30
3592,1.0,2018-01-28
3593,1.0,2018-01-28
3594,2.0,2018-01-29
3595,13.0,2018-01-19
3596,16.0,2018-01-31
3597,10.0,2018-01-27
3598,8.0,2018-01-29
3599,1.0,2018-01-31
3600,1.0,2018-01-29
3601,1.0,2018-01-14
3602,1.0,2018-01-10
3603,1.0,2018-01-23
3604,1.0,2018-01-29
3605,1.0,2018-01-31
3606,1.0,2018-01-21
3607,3.0,2018-01-29
3608,1.0,2018-01-30
3609,2.0,2018-01-16
3610,1.0,2018-01-29
3611,1.0,2018-01-29
3612,1.0,2018-01-19
3613,1.0,2018-01-07
3614,2.0,2018-01-23
3615,3.0,2018-01-29
3616,1.0,2018-01-02
3617,1.0,2018-01-16
3618,1.0,2018-01-16
3619,2.0,2018-01-31
3620,1.0,2018-01-15
3621,2.0,2018-01-31
3622,1.0,2018-01-05
3623,1.0,2018-01-18
3624,1.0,2018-01-09
3625,2.0,2018-01-15
3626,1.0,2018-01-28
3627,2.0,2018-01-29
3628,2.0,2018-01-13
3629,1.0,2018-01-29
3630,2.0,2018-01-31
3631,1.0,2018-01-30
3632,1.0,2018-01-06
3633,1.0,2018-01-27
3634,2.0,2018-01-29
3635,1.0,2018-01-19
3636,7.0,2018-01-31
3637,1.0,2018-01-22
3638,2.0,2018-01-31
3639,5.0,2018-01-31
3640,1.0,2018-01-15
3641,1.0,2018-01-22
3642,1.0,2018-01-30
3643,1.0,2018-01-27
3644,2.0,2018-01-29
3645,1.0,2018-01-26
3646,43.0,2018-01-29
3647,41.0,2018-01-29
3648,8.0,2018-01-19
3649,14.0,2018-01-29
3650,2.0,2018-01-19
3651,3.0,2018-01-18
3652,3.0,2018-01-29
3653,6.0,2018-01-11
3654,3.0,2018-01-29
3655,9.0,2018-01-30
3656,10.0,2018-01-31
3657,3.0,2018-01-22
3658,1.0,2018-01-28
3659,19.0,2018-01-31
3660,22.0,2018-01-31
3661,4.0,2018-01-29
3662,4.0,2018-01-31
3663,1.0,2018-01-31
3664,1.0,2018-01-11
3665,3.0,2018-01-31
3666,2.0,2018-01-10
3667,3.0,2018-01-31
3668,2.0,2018-01-18
3669,1.0,2018-01-10
3670,2.0,2018-01-28
3671,1.0,2018-01-30
3672,1.0,2018-01-11
3673,1.0,2018-01-31
3674,2.0,2018-01-31
3675,1.0,2018-01-11
3676,2.0,2018-01-22
3677,1.0,2018-01-02
3678,2.0,2018-01-31
3679,1.0,2018-01-24
3680,2.0,2018-01-08
3681,2.0,2018-01-30
3682,1.0,2018-01-07
3683,1.0,2018-01-30
3684,20.0,2018-01-31
3685,21.0,2018-01-31
3686,2.0,2018-01-19
3687,6.0,2018-01-21
3688,4.0,2018-01-30
3689,8.0,2018-01-31
3690,2.0,2018-01-31
3691,3.0,2018-01-31
3692,3.0,2018-01-30
3693,2.0,2018-01-30
3694,1.0,2018-01-20
3695,3.0,2018-01-22
3696,5.0,2018-01-31
3697,3.0,2018-01-31
3698,4.0,2018-01-31
3699,2.0,2018-01-22
3700,1.0,2018-01-21
3701,5.0,2018-01-31
3702,1.0,2018-01-20
3703,1.0,2018-01-15
3704,1.0,2018-01-25
3705,1.0,2018-01-28
3706,2.0,2018-01-21
3707,3.0,2018-01-24
3708,1.0,2018-01-22
3709,1.0,2018-01-24
3710,4.0,2018-01-31
3711,2.0,2018-01-14
3712,9.0,2018-01-31
3713,5.0,2018-01-31
3714,3.0,2018-01-31
3715,2.0,2018-01-26
3716,6.0,2018-01-31
3717,8.0,2018-01-30
3718,7.0,2018-01-24
3719,3.0,2018-01-29
3720,7.0,2018-01-31
3721,10.0,2018-01-31
3722,11.0,2018-01-31
3723,10.0,2018-01-31
3724,8.0,2018-01-27
3725,6.0,2018-01-31
3726,3.0,2018-01-31
3727,1.0,2018-01-11
3728,3.0,2018-01-12
3729,1.0,2018-01-31
3730,5.0,2018-01-30
3731,24.0,2018-01-31
3732,12.0,2018-01-31
3733,2.0,2018-01-21
3734,66.0,2018-01-31
3735,44.0,2018-01-30
3736,9.0,2018-01-24
3737,20.0,2018-01-31
3738,53.0,2018-01-31
3739,35.0,2018-01-30
3740,1.0,2018-01-04
3741,1.0,2018-01-27
3742,1.0,2018-01-17
3743,2.0,2018-01-27
3744,1.0,2018-01-20
3745,2.0,2018-01-28
3746,2.0,2018-01-27
3747,2.0,2018-01-13
3748,2.0,2018-01-13
3749,157.0,2018-01-31
3750,85.0,2018-01-31
3751,5.0,2018-01-31
3752,29.0,2018-01-31
3753,3.0,2018-01-25
3754,1.0,2018-01-18
3755,2.0,2018-01-21
3756,5.0,2018-01-29
3757,6.0,2018-01-25
3758,5.0,2018-01-10
3759,2.0,2018-01-16
3760,1.0,2018-01-17
3761,1.0,2018-01-12
3762,1.0,2018-01-22
3763,3.0,2018-01-16
3764,2.0,2018-01-09
3765,1.0,2018-01-08
3766,8.0,2018-01-14
3767,1.0,2018-01-30
3768,8.0,2018-01-31
3769,4.0,2018-01-25
3770,5.0,2018-01-31
3771,10.0,2018-01-23
3772,6.0,2018-01-26
3773,2.0,2018-01-08
3774,2.0,2018-01-23
3775,9.0,2018-01-31
3776,12.0,2018-01-31
3777,3.0,2018-01-27
3778,10.0,2018-01-31
3779,10.0,2018-01-30
3780,11.0,2018-01-29
3781,1.0,2018-01-01
3782,1.0,2018-01-11
3783,3.0,2018-01-30
3784,1.0,2018-01-31
3785,1.0,2018-01-08
3786,1.0,2018-01-29
3787,31.0,2018-01-31
3788,3.0,2018-01-22
3789,1.0,2018-01-17
3790,1.0,2018-01-06
3791,1.0,2018-01-09
3792,3.0,2018-01-31
3793,22.0,2018-01-30
3794,53.0,2018-01-31
3795,194.0,2018-01-31
3796,45.0,2018-01-31
3797,1.0,2018-01-14
3798,8.0,2018-01-30
3799,4.0,2018-01-14
3800,3.0,2018-01-16
3801,1.0,2018-01-17
3802,1.0,2018-01-24
3803,1.0,2018-01-19
3804,2.0,2018-01-31
3805,1.0,2018-01-08
3806,3.0,2018-01-31
3807,1.0,2018-01-31
3808,1.0,2018-01-07
3809,5.0,2018-01-31
3810,3.0,2018-01-17
3811,2.0,2018-01-31
3812,1.0,2018-01-20
3813,26.0,2018-01-31
3814,25.0,2018-01-31
3815,11.0,2018-01-31
3816,10.0,2018-01-31
3817,2.0,2018-01-29
3818,12.0,2018-01-31
3819,12.0,2018-01-31
3820,8.0,2018-01-26
3821,9.0,2018-01-19
3822,1.0,2018-01-28
3823,1.0,2018-01-20
3824,7.0,2018-01-31
3825,15.0,2018-01-31
3826,1.0,2018-01-08
3827,8.0,2018-01-31
3828,2.0,2018-01-29
3829,2.0,2018-01-31
3830,4.0,2018-01-09
3831,9.0,2018-01-31
3832,7.0,2018-01-31
3833,1.0,2018-01-24
3834,1.0,2018-01-01
3835,2.0,2018-01-22
3836,4.0,2018-01-26
3837,14.0,2018-01-31
3838,20.0,2018-01-31
3839,3.0,2018-01-31
3840,2.0,2018-01-17
3841,3.0,2018-01-30
3842,1.0,2018-01-30
3843,17.0,2018-01-31
3844,21.0,2018-01-29
3845,2.0,2018-01-11
3846,6.0,2018-01-28
3847,1.0,2018-01-18
3848,1.0,2018-01-03
3849,53.0,2018-01-12
3850,53.0,2018-01-30
3851,21.0,2018-01-14
3852,6.0,2018-01-30
3853,2.0,2018-01-24
3854,4.0,2018-01-28
3855,3.0,2018-01-04
3856,4.0,2018-01-25
3857,2.0,2018-01-05
3858,2.0,2018-01-15
3859,2.0,2018-01-21
3860,16.0,2018-01-31
3861,15.0,2018-01-31
3862,9.0,2018-01-31
3863,2.0,2018-01-31
3864,9.0,2018-01-31
3865,1.0,2018-01-15
3866,3.0,2018-01-29
3867,3.0,2018-01-31
3868,6.0,2018-01-22
3869,1.0,2018-01-31
3870,1.0,2018-01-20
3871,1.0,2018-01-02
3872,2.0,2018-01-25
3873,13.0,2018-01-25
3874,1.0,2018-01-31
3875,4.0,2018-01-30
3876,2.0,2018-01-30
3877,1.0,2018-01-16
3878,2.0,2018-01-21
3879,1.0,2018-01-22
3880,2.0,2018-01-27
3881,2.0,2018-01-27
3882,1.0,2018-01-04
3883,1.0,2018-01-31
3884,50.0,2018-01-31
3885,2.0,2018-01-30
3886,1.0,2018-01-10
3887,1.0,2018-01-06
3888,1.0,2018-01-10
3889,2.0,2018-01-28
3890,3.0,2018-01-31
3891,3.0,2018-01-15
3892,4.0,2018-01-31
3893,1.0,2018-01-29
3894,1.0,2018-01-15
3895,1.0,2018-01-26
3896,28.0,2018-01-31
3897,216.0,2018-01-31
3898,134.0,2018-01-31
3899,48.0,2018-01-31
3900,73.0,2018-01-31
3901,2.0,2018-01-13
3902,15.0,2018-01-31
3903,4.0,2018-01-15
3904,1.0,2018-01-06
3905,1.0,2018-01-30
3906,2.0,2018-01-30
3907,1.0,2018-01-29
3908,1.0,2018-01-29
3909,4.0,2018-01-29
3910,1.0,2018-01-28
3911,3.0,2018-01-31
3912,1.0,2018-01-22
3913,2.0,2018-01-15
3914,2.0,2018-01-26
3915,9.0,2018-01-31
3916,4.0,2018-01-27
3917,1.0,2018-01-31
3918,5.0,2018-01-20
3919,33.0,2018-01-31
3920,65.0,2018-01-31
3921,20.0,2018-01-31
3922,12.0,2018-01-29
3923,1.0,2018-01-31
3924,2.0,2018-01-12
3925,4.0,2018-01-31
3926,1.0,2018-01-23
3927,11.0,2018-01-31
3928,13.0,2018-01-31
3929,2.0,2018-01-31
3930,1.0,2018-01-31
3931,1.0,2018-01-23
3932,2.0,2018-01-21
3933,2.0,2018-01-30
3934,16.0,2018-01-29
3935,17.0,2018-01-23
3936,7.0,2018-01-24
3937,1.0,2018-01-16
3938,1.0,2018-01-07
3939,6.0,2018-01-30
3940,2.0,2018-01-28
3941,1.0,2018-01-12
3942,4.0,2018-01-22
3943,1.0,2018-01-03
3944,1.0,2018-01-31
3945,6.0,2018-01-31
3946,13.0,2018-01-30
3947,1.0,2018-01-19
3948,1.0,2018-01-23
3949,2.0,2018-01-31
3950,4.0,2018-01-28
3951,1.0,2018-01-24
3952,7.0,2018-01-24
3953,2.0,2018-01-30
3954,1.0,2018-01-30
3955,1.0,2018-01-18
3956,5.0,2018-01-30
3957,3.0,2018-01-29
3958,1.0,2018-01-22
3959,5.0,2018-01-30
3960,2.0,2018-01-21
3961,1.0,2018-01-21
3962,3.0,2018-01-31
3963,1.0,2018-01-25
3964,2.0,2018-01-28
3965,1.0,2018-01-26
3966,2.0,2018-01-14
3967,1.0,2018-01-10
3968,1.0,2018-01-06
3969,24.0,2018-01-31
3970,15.0,2018-01-29
3971,11.0,2018-01-31
3972,4.0,2018-01-27
3973,3.0,2018-01-18
3974,2.0,2018-01-31
3975,5.0,2018-01-29
3976,3.0,2018-01-30
3977,2.0,2018-01-15
3978,1.0,2018-01-25
3979,2.0,2018-01-22
3980,6.0,2018-01-25
3981,1.0,2018-01-25
3982,1.0,2018-01-29
3983,2.0,2018-01-31
3984,2.0,2018-01-31
3985,1.0,2018-01-23
3986,5.0,2018-01-31
3987,5.0,2018-01-31
3988,16.0,2018-01-20
3989,4.0,2018-01-31
3990,2.0,2018-01-28
3991,4.0,2018-01-28
3992,6.0,2018-01-31
3993,2.0,2018-01-30
3994,3.0,2018-01-31
3995,1.0,2018-01-25
3996,1.0,2018-01-30
3997,1.0,2018-01-18
3998,1.0,2018-01-15
3999,21.0,2018-01-31
4000,9.0,2018-01-31
4001,5.0,2018-01-24
4002,17.0,2018-01-30
4003,3.0,2018-01-31
4004,2.0,2018-01-05
4005,10.0,2018-01-25
4006,1.0,2018-01-23
4007,3.0,2018-01-06
4008,2.0,2018-01-15
4009,12.0,2018-01-30
4010,13.0,2018-01-28
4011,3.0,2018-01-28
4012,1.0,2018-01-07
4013,1.0,2018-01-25
4014,12.0,2018-01-31
4015,56.0,2018-01-31
4016,79.0,2018-01-31
4017,18.0,2018-01-31
4018,27.0,2018-01-31
4019,3.0,2018-01-14
4020,13.0,2018-01-14
4021,18.0,2018-01-31
4022,4.0,2018-01-06
4023,2.0,2018-01-09
4024,1.0,2018-01-24
4025,1.0,2018-01-27
4026,15.0,2018-01-27
4027,3.0,2018-01-22
4028,2.0,2018-01-23
4029,2.0,2018-01-15
4030,6.0,2018-01-31
4031,7.0,2018-01-17
4032,1.0,2018-01-01
4033,2.0,2018-01-31
4034,2.0,2018-01-28
4035,3.0,2018-01-15
4036,1.0,2018-01-06
4037,1.0,2018-01-28
4038,2.0,2018-01-25
4039,1.0,2018-01-17
4040,1.0,2018-01-18
4041,1.0,2018-01-24
4042,1.0,2018-01-27
4043,1.0,2018-01-16
4044,2.0,2018-01-22
4045,2.0,2018-01-15
4046,4.0,2018-01-15
4047,1.0,2018-01-06
4048,1.0,2018-01-05
4049,1.0,2018-01-25
4050,5.0,2018-01-31
4051,1.0,2018-01-30
4052,5.0,2018-01-31
4053,2.0,2018-01-30
4054,1.0,2018-01-23
4055,4.0,2018-01-23
4056,1.0,2018-01-22
4057,2.0,2018-01-23
4058,1.0,2018-01-09
4059,1.0,2018-01-24
4060,1.0,2018-01-31
4061,1.0,2018-01-23
4062,1.0,2018-01-26
4063,3.0,2018-01-30
4064,6.0,2018-01-23
4065,1.0,2018-01-22
4066,3.0,2018-01-27
4067,4.0,2018-01-30
4068,1.0,2018-01-20
4069,1.0,2018-01-24
4070,1.0,2018-01-30
4071,2.0,2018-01-30
4072,11.0,2018-01-24
4073,18.0,2018-01-31
4074,9.0,2018-01-29
4075,3.0,2018-01-22
4076,1.0,2018-01-18
4077,2.0,2018-01-30
4078,3.0,2018-01-31
4079,1.0,2018-01-26
4080,2.0,2018-01-31
4081,1.0,2018-01-31
4082,2.0,2018-01-24
4083,2.0,2018-01-23
4084,3.0,2018-01-21
4085,5.0,2018-01-31
4086,3.0,2018-01-19
4087,1.0,2018-01-17
4088,1.0,2018-01-21
4089,1.0,2018-01-27
4090,8.0,2018-01-22
4091,5.0,2018-01-24
4092,9.0,2018-01-24
4093,10.0,2018-01-30
4094,5.0,2018-01-21
4095,5.0,2018-01-19
4096,2.0,2018-01-24
4097,1.0,2018-01-03
4098,1.0,2018-01-31
4099,4.0,2018-01-27
4100,5.0,2018-01-31
4101,1.0,2018-01-31
4102,1.0,2018-01-25
4103,1.0,2018-01-04
4104,4.0,2018-01-20
4105,6.0,2018-01-23
4106,2.0,2018-01-16
4107,1.0,2018-01-18
4108,4.0,2018-01-24
4109,1.0,2018-01-16
4110,2.0,2018-01-23
4111,3.0,2018-01-24
4112,2.0,2018-01-21
4113,2.0,2018-01-28
4114,2.0,2018-01-29
4115,3.0,2018-01-21
4116,5.0,2018-01-28
4117,1.0,2018-01-30
4118,1.0,2018-01-25
4119,1.0,2018-01-24
4120,7.0,2018-01-25
4121,5.0,2018-01-25
4122,2.0,2018-01-20
4123,1.0,2018-01-20
4124,3.0,2018-01-30
4125,3.0,2018-01-31
4126,6.0,2018-01-31
4127,5.0,2018-01-30
4128,3.0,2018-01-31
4129,3.0,2018-01-08
4130,2.0,2018-01-22
4131,3.0,2018-01-30
4132,2.0,2018-01-21
4133,6.0,2018-01-27
4134,63.0,2018-01-31
4135,108.0,2018-01-31
4136,49.0,2018-01-31
4137,35.0,2018-01-31
4138,1.0,2018-01-24
4139,1.0,2018-01-08
4140,12.0,2018-01-29
4141,12.0,2018-01-31
4142,4.0,2018-01-30
4143,7.0,2018-01-31
4144,1.0,2018-01-04
4145,2.0,2018-01-15
4146,2.0,2018-01-31
4147,1.0,2018-01-21
4148,1.0,2018-01-14
4149,2.0,2018-01-06
4150,1.0,2018-01-10
4151,1.0,2018-01-09
4152,2.0,2018-01-03
4153,1.0,2018-01-02
4154,5.0,2018-01-23
4155,4.0,2018-01-23
4156,1.0,2018-01-21
4157,2.0,2018-01-26
4158,2.0,2018-01-24
4159,8.0,2018-01-31
4160,3.0,2018-01-30
4161,1.0,2018-01-16
4162,5.0,2018-01-29
4163,5.0,2018-01-24
4164,1.0,2018-01-24
4165,1.0,2018-01-13
4166,3.0,2018-01-22
4167,2.0,2018-01-29
4168,3.0,2018-01-23
4169,1.0,2018-01-22
4170,1.0,2018-01-26
4171,2.0,2018-01-07
4172,5.0,2018-01-21
4173,106.0,2018-01-25
4174,50.0,2018-01-10
4175,1.0,2018-01-31
4176,2.0,2018-01-28
4177,2.0,2018-01-19
4178,1.0,2018-01-16
4179,2.0,2018-01-10
4180,2.0,2018-01-29
4181,1.0,2018-01-23
4182,1.0,2018-01-19
4183,1.0,2018-01-31
4184,2.0,2018-01-30
4185,7.0,2018-01-31
4186,11.0,2018-01-31
4187,4.0,2018-01-31
4188,1.0,2018-01-29
4189,2.0,2018-01-30
4190,2.0,2018-01-16
4191,1.0,2018-01-21
4192,7.0,2018-01-30
4193,2.0,2018-01-31
4194,2.0,2018-01-31
4195,3.0,2018-01-31
4196,1.0,2018-01-16
4197,3.0,2018-01-24
4198,3.0,2018-01-31
4199,1.0,2018-01-12
4200,1.0,2018-01-24
4201,1.0,2018-01-05
4202,1.0,2018-01-14
4203,1.0,2018-01-22
4204,1.0,2018-01-11
4205,3.0,2018-01-15
4206,3.0,2018-01-23
4207,5.0,2018-01-18
4208,1.0,2018-01-19
4209,2.0,2018-01-26
4210,1.0,2018-01-31
4211,2.0,2018-01-26
4212,1.0,2018-01-24
4213,3.0,2018-01-28
4214,1.0,2018-01-26
4215,3.0,2018-01-31
4216,2.0,2018-01-31
4217,1.0,2018-01-30
4218,1.0,2018-01-14
4219,1.0,2018-01-07
4220,2.0,2018-01-22
4221,3.0,2018-01-31
4222,3.0,2018-01-29
4223,5.0,2018-01-24
4224,1.0,2018-01-24
4225,2.0,2018-01-28
4226,3.0,2018-01-31
4227,1.0,2018-01-31
4228,5.0,2018-01-24
4229,3.0,2018-01-31
4230,2.0,2018-01-31
4231,1.0,2018-01-14
4232,19.0,2018-01-29
4233,6.0,2018-01-18
4234,1.0,2018-01-03
4235,14.0,2018-01-26
4236,1.0,2018-01-12
4237,1.0,2018-01-29
4238,1.0,2018-01-29
4239,3.0,2018-01-23
4240,20.0,2018-01-31
4241,14.0,2018-01-24
4242,8.0,2018-01-23
4243,8.0,2018-01-31
4244,1.0,2018-01-31
4245,4.0,2018-01-15
4246,5.0,2018-01-30
4247,1.0,2018-01-11
4248,1.0,2018-01-31
4249,3.0,2018-01-31
4250,1.0,2018-01-27
4251,1.0,2018-01-14
4252,1.0,2018-01-09
4253,1.0,2018-01-29
4254,1.0,2018-01-15
4255,1.0,2018-01-16
4256,2.0,2018-01-17
4257,1.0,2018-01-31
4258,4.0,2018-01-31
4259,1.0,2018-01-13
4260,9.0,2018-01-25
4261,19.0,2018-01-29
4262,10.0,2018-01-25
4263,1.0,2018-01-10
4264,3.0,2018-01-19
4265,27.0,2018-01-20
4266,10.0,2018-01-31
4267,5.0,2018-01-22
4268,1.0,2018-01-16
4269,1.0,2018-01-16
4270,1.0,2018-01-19
4271,1.0,2018-01-08
4272,2.0,2018-01-31
4273,2.0,2018-01-28
4274,4.0,2018-01-30
4275,3.0,2018-01-31
4276,4.0,2018-01-31
4277,5.0,2018-01-31
4278,3.0,2018-01-31
4279,5.0,2018-01-21
4280,15.0,2018-01-31
4281,8.0,2018-01-29
4282,16.0,2018-01-31
4283,2.0,2018-01-31
4284,9.0,2018-01-30
4285,8.0,2018-01-31
4286,6.0,2018-01-30
4287,1.0,2018-01-08
4288,2.0,2018-01-30
4289,3.0,2018-01-20
4290,3.0,2018-01-23
4291,1.0,2018-01-30
4292,2.0,2018-01-05
4293,1.0,2018-01-08
4294,1.0,2018-01-19
4295,43.0,2018-01-31
4296,629.0,2018-01-31
4297,647.0,2018-01-31
4298,131.0,2018-01-31
4299,213.0,2018-01-31
4300,2.0,2018-01-14
4301,1.0,2018-01-31
4302,2.0,2018-01-27
4303,1.0,2018-01-14
4304,3.0,2018-01-28
4305,2.0,2018-01-30
4306,2.0,2018-01-18
4307,3.0,2018-01-18
4308,3.0,2018-01-31
4309,1.0,2018-01-07
4310,1.0,2018-01-31
4311,1.0,2018-01-19
4312,10.0,2018-01-31
4313,7.0,2018-01-31
4314,2.0,2018-01-09
4315,1.0,2018-01-04
4316,1.0,2018-01-25
4317,1.0,2018-01-25
4318,1.0,2018-01-02
4319,1.0,2018-01-29
4320,4.0,2018-01-30
4321,1.0,2018-01-16
4322,24.0,2018-01-31
4323,47.0,2018-01-31
4324,5.0,2018-01-31
4325,4.0,2018-01-25
4326,1.0,2018-01-28
4327,1.0,2018-01-20
4328,1.0,2018-01-11
4329,1.0,2018-01-26
4330,3.0,2018-01-18
4331,3.0,2018-01-31
4332,7.0,2018-01-29
4333,4.0,2018-01-30
4334,46.0,2018-01-31
4335,44.0,2018-01-31
4336,11.0,2018-01-23
4337,9.0,2018-01-30
4338,1.0,2018-01-03
4339,1.0,2018-01-11
4340,1.0,2018-01-09
4341,2.0,2018-01-22
4342,3.0,2018-01-22
4343,3.0,2018-01-31
4344,1.0,2018-01-13
4345,1.0,2018-01-06
4346,1.0,2018-01-30
4347,1.0,2018-01-12
4348,2.0,2018-01-31
4349,21.0,2018-01-31
4350,215.0,2018-01-31
4351,215.0,2018-01-31
4352,78.0,2018-01-31
4353,93.0,2018-01-31
4354,11.0,2018-01-28
4355,33.0,2018-01-30
4356,3.0,2018-01-17
4357,1.0,2018-01-18
4358,2.0,2018-01-15
4359,1.0,2018-01-11
